伊生做青面獠牙，毋過心肝足好。,"I senn-tsò tshenn-bīn-liâu-gê, m̄-koh sim-kuann tsiok hó. ",做過
伊這馬當咧風火頭，你莫近倚去。,"I tsit-má tng-teh hong-hué-thâu, lí mài kīn-uá--khì. ",火近去
彼个查某是虎豹母喔，你莫去共伊。,"Hit ê tsa-bóo sī hóo-pà-bú--ooh, lí mài khì kāng--i. ",去
頭家來矣，緊出去迎接。,"Thâu-ke lâi--ah, kín tshut-khì gîng-tsiap. ",去
這改的比賽伊表現了袂䆀。,Tsit kái ê pí-sài i piáu-hiān liáu bē-bái. ,改賽
我來共你量褲的長短。,Guá lâi kā lí niû khòo ê tn̂g-té. ,短
咱人毋通烏白講人的長短。,Lán lâng m̄-thang oo-pe̍h kóng lâng ê tn̂g-té. ,短
阮阿公毋但長歲壽，身體猶閣足勇健的。,"Guán a-kong m̄-nā tn̂g-huè-siū, sin-thé iáu-koh tsiok ióng-kiānn--ê. ",歲體
你若欲出去著愛會記得紮雨幔，等一下落雨才袂去沃著。,"Lí nā beh tshut--khì tio̍h ài ē-kì-tit tsah hōo-mua, tán--tsi̍t-ē lo̍h-hōo tsiah bē khì ak--tio̍h. ",去去
洞房花燭夜，金榜題名時。,"Tōng-pông hua-tsiok iā, kim-pńg tê-miâ sî. ",題
伊是虎鼻師，啥物味都鼻會出來。,"I sī hóo-phīnn-sai, siánn-mih bī to phīnn ē tshut--lâi. ",師
生理失敗了後，伊的日子就過甲真虯儉。,"Sing-lí sit-pāi liáu-āu, i ê ji̍t-tsí tō kuè kah tsin khiû-khiām. ",子過
廟口這陣咧迎鬧熱，咱緊來去看。,"Biō-kháu tsit-tsūn teh ngiâ-lāu-jia̍t, lán kín lâi-khì khuànn. ",去
無人會當阻擋我去完成這件代誌。,Bô-lâng ē-tàng tsóo-tòng guá khì uân-sîng tsit kiānn tāi-tsì. ,去代
我去拍一條金鍊仔予伊做嫁粧。,Guá khì phah tsi̍t tiâu kim-liān-á hōo i tsò kè-tsng. ,去做
伊烏白起厝，去侵著別人的地界。,"I oo-pe̍h khí-tshù, khì tshim tio̍h pa̍t-lâng ê tē-kài. ",去地界
侵頭家的錢是犯法的代誌。,Tshim thâu-ke ê tsînn sī huān-huat ê tāi-tsì. ,代
用參仔侹身體。,Īng sim-á thiānn sin-thé. ,參體
逐家共椅仔小促較倚一下，較好夾菜。,"Ta̍k-ke kā í-á sió tshik khah uá--tsi̍t-ē, khah hó ngeh tshài. ",夾
索仔愛閣促較短咧，才袂傷櫳。,"Soh-á ài koh tshik khah té--leh, tsiah bē siunn lang.",短
到時便看，才來決定欲按怎做。,"Kàu-sî piān-khuànn, tsiah lâi kuat-tīng beh án-tsuánn tsò. ",做
都轉來到厝矣，你嘛去換一領便衫。,"To tńg-lâi kàu tshù--ah, lí mā khì uānn tsi̍t niá piān-sann. ",去
伊自去予人侮辱了後，逐工攏咧哭。,"I tsū khì hōo lâng bú-jio̍k liáu-āu, ta̍k kang lóng teh khàu. ",自去
連這款夭壽代你都敢做，敢毋驚促歲壽？,"Liân tsit khuán iáu-siū-tāi lí to kánn tsò, kám m̄ kiann tshik-huè-siū? ",代做歲
彼擔賣的水果較俗。,Hit tànn bē ê tsuí-kó khah sio̍k. ,果
我保你無代誌。,Guá pó lí bô tāi-tsì. ,代
恁兜的家伙保袂牢矣！,Lín tau ê ke-hué pó bē tiâu--ah! ,伙
十甲做一保。,Tsa̍p kah tsò tsi̍t pó. ,做
削預算,siah ū-suàn,預
兩爿佇咧對削。,Nn̄g-pîng tī-teh tuì-siah. ,佇
削人的面子,siah lâng ê bīn-tsú,子
前因後果,tsiân-in-hiō-kó,果
前科,tsiân-kho,科
事前,sū-tsîng,事
伊的身體有夠勇。,I ê sin-thé ū-kàu ióng. ,體
這領裙的布底真勇。,Tsit niá kûn ê pòo-té tsin ióng. ,底
落南的車幫,lo̍h-lâm ê tshia-pang,車
阿英雖然是前人囝，毋過𪜶後母仝款共伊惜命命。,"A-ing sui-jiân sī tsîng-lâng-kiánn, m̄-koh in āu-bú kāng-khuán kā i sioh-miā-miā. ",過
伊做人真有信用。,I tsò-lâng tsin ū sìn-iōng. ,做
我會共代誌交予伊做，是因為我信任伊。,"Guá ē kā tāi-tsì kau hōo i tsò, sī in-uī guá sìn-jīm--i. ",代做
穿山甲俗名叫做「鯪鯉」。,"Tshuan-san-kah sio̍k-miâ kiò-tsò ""lâ-lí"". ",做
萬項代誌攏有前因後果。,Bān-hāng tāi-tsì lóng ū tsiân-in-hiō-kó. ,代果
𪜶兜保存真濟字畫。,In tau pó-tsûn tsin tsē jī-uē. ,字
伊的思想誠保守。,I ê su-sióng tsiânn pó-siú. ,思
俗物無好貨。,Sio̍k-mi̍h bô hó huè. ,貨
我替伊煩惱甲欲死，伊卻是無要無緊。,"Guá thè i huân-ló kah beh-sí, i khiok-sī bô-iàu-bô-kín. ",替死
𪜶兩兄弟昨昏就去山頂剉柴矣。,In nn̄g hiann-tī tsa-hng tō khì suann-tíng tshò-tshâ--ah. ,去
阿公今年八十歲矣，身體猶閣真勇健。,"A-kong kin-nî peh-tsa̍p huè--ah, sin-thé iáu-koh tsin ióng-kiānn. ",歲體
感情的代誌是袂當勉強的。,Kám-tsîng ê tāi-tsì sī bē-tàng bián-kióng--ê. ,代
市場外口有人咧拚俗貨。,Tshī-tiûnn guā-kháu ū-lâng teh piànn sio̍k-huè. ,貨
伊的物件交代我保管。,I ê mi̍h-kiānn kau-tài guá pó-kuán. ,代
俗語話講：「一好佮一䆀，無兩好相排。」,"Sio̍k-gí-uē kóng: ""Tsi̍t hó kah tsi̍t bái, bô nn̄g hó sio-pâi.""",語
這件代誌，我是無法度共你掛保險。,"Tsit kiānn tāi-tsì, guá sī bô huat-tōo kā lí kuà-pó-hiám. ",代
風颱天出門傷危險，你毋通去冒險。,"Hong-thai thinn tshut-mn̂g siunn guî-hiám, lí m̄-thang khì mōo-hiám. ",去
前擴金，後擴銀。,"Tsîng-khok kim, āu-khok gîn. ",銀
欲入去公司上班進前，愛先揣人替你做保證。,"Beh ji̍p-khì kong-si siōng-pan tsìn-tsîng, ài sing tshuē lâng thè lí tsò pó-tsìng. ",去司替做
歹瓜厚子，歹人厚言語。,"Pháinn kue kāu-tsí, pháinn-lâng kāu giân-gí. ",子語
鹽酸會咬肉，欲用愛細膩。,"Iâm-sng ē kā bah, beh iōng ài sè-jī. ",細
車仔咬線,tshia-á kā suànn,車
雞仔咯咯叫。,Ke-á ko̍k ko̍k kiò. ,雞
咱老師有來無？,Lán lāu-su ū lâi--bô? ,師
你去共伊咻一下。,Lí khì kā i hiu--tsi̍t-ē. ,去
你莫哀啦，逐家的工課攏平濟。,"Lí mài ai--lah, ta̍k-ke ê khang-khuè lóng pênn tsē. ",課
歹瓜厚子，歹人厚言語。,"Pháinn kue kāu tsí, pháinn-lâng kāu giân-gí. ",子語
伊這个人足厚性地的，磕袂著就欲佮人冤家。,"I tsit ê lâng tsiok kāu-sìng-tē--ê, kha̍p-bē-tio̍h tō beh kah lâng uan-ke. ",地
做生理著愛先品明，以後才袂有糾紛。,"Tsò-sing-lí tio̍h ài sing phín-bîng, í-āu tsiah bē ū kiù-hun. ",做
伊哀怨的歌聲予人想起傷心的代誌。,I ai-uàn ê kua-siann hōo lâng siūnn-khí siong-sim ê tāi-tsì. ,代
梨仔誠厚重，無幾粒就三斤矣。,"Lâi-á tsiânn kāu-tāng, bô kuí lia̍p tō sann kin--ah. ",斤
做人毋通傷厚面皮。,Tsò-lâng m̄-thang siunn kāu-bīn-phuê. ,做皮
柿仔若猶未熟，食了會咬喙。,"Khī-á nā iáu-buē si̍k, tsia̍h liáu ē kā-tshuì. ",未
伊咧睏的時定定會咬喙齒根。,I teh khùn ê sî tiānn-tiānn ē kā-tshuì-khí-kin. ,根
哎喲喂！你莫閣叫我做啊！,Ai-iō-uê! Lí mài koh kiò guá tsò--ah! ,做
伊佇城內做生理。,I tī siânn-lāi tsò-sing-lí. ,佇做
契爸,khè-pē,契
契母,khè-bú,契
田契,tshân-khè,契
厝契,tshù-khè,契
奕棋子,ī kî-jí,子
你哪會去愛著一个姼仔詼？,Lí ná ē khì ài-tio̍h tsi̍t ê tshit-á-khue? ,去
袋仔喙愛封起來，餅才袂潤。,"Tē-á-tshuì ài hong--khí-lâi, piánn tsiah bē jūn. ",袋
伊共家己封做鴨母王。,I kā ka-kī hong tsò ah-bó ông. ,做
火屎,hué-sái,火
近視六百度,kīn-sī la̍k-pah tōo,近
度小月,tōo sió-gue̍h,月
伊只是抾著人的屎尾，是咧得意啥？,"I tsí-sī khioh-tio̍h lâng ê sái-bué, sī teh tik-ì siánn? ",抾尾
咱若去別人兜就愛較客氣咧。,Lán nā khì pa̍t-lâng tau tō ài khah kheh-khì--leh. ,去
餅袋仔愛封喙，餅才袂上潤。,"Piánn tē-á ài hong-tshuì, piánn tsiah bē tsiūnn-jūn. ",袋
做度晬,tsò tōo-tsè,做
伊的度量不止仔闊，事事項項攏袂計較。,"I ê tōo-liōng put-tsí-á khuah, sū-sū-hāng-hāng lóng bē kè-kàu. ",事事
我的代誌，你莫烏白去宣傳。,"Guá ê tāi-tsì, lí mài oo-pe̍h khì suan-thuân. ",代去
客運公司,kheh-ūn kong-si,司
明仔載我會坐客運轉去。,Bîn-á-tsài guá ē tsē kheh-ūn tńg--khì. ,坐去
我建議你去買彼間厝。,Guá kiàn-gī lí khì bé hit king tshù. ,去
三思,sàm-su,思
思考,su-khó,思
空思夢想,khong-su-bōng-sióng,思
伊已經四十歲矣，當然嘛急欲娶某。,"I í-king sì-tsa̍p huè--ah, tong-jiân mā kip beh tshuā-bóo. ",四歲
我恨你。,Guá hūn--lí. ,恨
抾恨,khioh-hūn,抾恨
你桌仔去拭一下。,Lí toh-á khì tshit--tsi̍t-ē. ,去
手洗洗咧，好來拜公媽矣。,"Tshiú sé-sé-leh, hó lâi pài kong-má--ah. ",洗洗
車後斗,tshia āu-táu,車
彼幾箱物件囥佇後斗就好矣。,Hit kuí siunn mi̍h-kiānn khǹg tī āu-táu tō hó--ah. ,佇
阮大舅後日欲去宜蘭。,Guán tuā-kū āu--ji̍t beh khì Gî-lân. ,去
這層代誌咱後日才閣講。,Tsit tsân tāi-tsì lán āu-ji̍t tsiah-koh kóng. ,代
這筆錢你後月日愛會記得還我。,Tsit pit tsînn lí āu gue̍h-ji̍t ài ē-kì-tit hîng--guá. ,月
你去叫遐的學生仔提拭仔共烏枋拭拭咧。,Lí khì kiò hia ê ha̍k-sing-á the̍h tshit-á kā oo-pang tshit-tshit--leh. ,去
這筆恩情咱只有等到後世人才閣還矣。,Tsit pit un-tsîng lán tsí ū tán kàu āu-sì-lâng tsiah-koh hîng--ah. ,恩
你共我恬去。,Lí kā guá tiām--khì. ,去
聲音哪會攏恬去矣？,Siann-im ná ē lóng tiām--khì--ah? ,去
我希望後出世會當做查某。,Guá hi-bāng āu-tshut-sì ē-tàng tsò tsa-bóo. ,做
今仔日愛拜佛，你去攢寡物件。,"Kin-á-ji̍t ài pài-pu̍t, lí khì tshuân kuá mi̍h-kiānn. ",去
伊後尾才來。,I āu-bué tsiah lâi. ,尾
伊徛佇後尾。,I khiā tī āu-bué. ,佇尾
後尾門,āu-bué-mn̂g,尾
伊的後叔是一个勤儉的人。,I ê āu-tsik sī tsi̍t ê khîn-khiām ê lâng. ,勤
初一十五攏著去廟裡拜拜。,Tshe-it tsa̍p-gōo lóng tio̍h khì biō--lí pài-pài. ,初去
明仔載你欲佮我鬥陣去王董的𪜶兜共伊拜候一下無？,Bîn-á-tsài lí beh kah guá tàu-tīn khì Ông táng--ê in tau kā i pài-hāu--tsi̍t-ē--bô? ,去
𪜶翁仔某敢若扁魚，翁行某就綴。,"In ang-á-bóo kánn-ná pínn-hî, ang kiânn bóo tō tuè. ",魚綴
扁魚白菜,pínn-hî pe̍h-tshài,魚
伊的思想真特別。,I ê su-sióng tsin ti̍k-pia̍t. ,思
伊是我思慕的人。,I sī guá su-bōo ê lâng. ,思
伊怨慼真歹命，無通好好仔讀冊。,"I uàn-tsheh tsin pháinn-miā, bô thang hó-hó-á tha̍k-tsheh. ",慼
怎樣？到底欲去無？,Tsuánn-iūnn? Tàu-té beh khì--bô? ,底去
莫佇後壁講人的歹話。,Mài tī āu-piah kóng lâng ê pháinn-uē. ,佇
我來去提扁擔，共遮的糞埽擔去摒。,"Guá lâi-khì the̍h pún-tann, kā tsia-ê pùn-sò tann khì piànn. ",去去
咱後頭閣有偌濟錢猶未納？,Lán āu-thâu koh ū guā-tsē tsînn iáu-buē la̍p? ,未
前擴金，後擴銀。,"Tsîng-khok kim, āu-khok gîn. ",銀
後擺你若閣脫箠，我就無愛共你鬥相共矣。,"Āu-pái lí nā koh thut-tshuê, guá tō bô ài kā lí tàu-sann-kāng--ah. ",箠
伊講伊後擺想欲做醫生。,I kóng i āu-pái siūnn-beh tsò i-sing. ,做
我共衫仔褲挂佇衫架仔頂。,Guá kā sann-á-khòo kuì tī sann-kè-á tíng. ,佇
尾指,bué-tsáinn,尾
挑火,thio hué,火
挓火,thà-hué,火
挖番薯,óo han-tsî,薯
故事,kòo-sū,事
火星,hué-tshenn,火
是，我連鞭去做。,"Sī, guá liâm-mi khì tsò. ",去做
這條路近是近，毋過傷歹行。,"Tsit tiâu lōo kīn sī kīn, m̄-koh siunn pháinn kiânn. ",近近過
你曷使講？,Lí a̍h-sái kóng? ,使
你曷著按呢做？,Lí a̍h-tio̍h án-ne tsò? ,做
這種代誌你曷敢做？,Tsit tsióng tāi-tsì lí a̍h kánn tsò? ,代做
𪜶兩翁仔某昨日就出國去𨑨迌矣。,In nn̄g ang-á-bóo tso̍h--ji̍t tō tshut-kok khì tshit-thô--ah. ,去
彼堆火欲化去矣，你緊去提火夾來挓火。,"Hit tui hué beh hua--khì--ah, lí kín khì the̍h hué-ngeh lâi thà-hué. ",火去去火夾火
這件代誌曷使講？看就知矣。,Tsit kiānn tāi-tsì a̍h-sái kóng? Khuànn tō tsai--ah. ,代使
伊若真正按呢做，就傷超過矣。,"I nā tsin-tsiànn án-ne tsò, tō siunn tshiau-kuè--ah. ",做過
昨昏是上尾一工，今仔日就袂赴矣。,"Tsa-hng sī siōng-bué tsi̍t kang, kin-á-ji̍t tō bē-hù--ah. ",尾
𪜶是對彼爿壁挖空偷走出去的。,In sī tuì hit pîng piah óo-khang thau-tsáu--tshut-khì--ê. ,去
阿仁生做誠挑俍。,A-jîn senn-tsò tsiânn thiau-lāng. ,做
到底著愛按怎做，你才會相信？,"Tàu-té tio̍h ài án-tsuánn tsò, lí tsiah ē siong-sìn? ",底做
你毋通佇遐指指揬揬，按呢毋好。,"Lí m̄-thang tī hia kí-kí-tu̍h-tu̍h, án-ne m̄ hó. ",佇
一陣春風吹過來，予人感覺誠清彩。,"Tsi̍t tsūn tshun-hong tshue--kuè-lâi, hōo lâng kám-kak tsiânn tshing-tshái. ",吹過
看伊滿面春風，毋知影有啥物好代誌。,"Khuànn i muá-bīn tshun-hong, m̄ tsai-iánn ū siánn-mih hó tāi-tsì. ",代
逐年清明，阮攏轉去南部挂紙。,"Ta̍k-nî tshing-bîng, guán lóng tńg-khì lâm-pōo kuì-tsuá. ",去紙
緊共糞埽提去挕掉。,Kín kā pùn-sò the̍h-khì hìnn-tiāu. ,去
既然伊無想欲做，你就莫勉強伊。,"Kì-jiân i bô siūnn-beh tsò, lí tō mài bián-kióng--i. ",做
我是一个出外人，嘛毋知當時才會當轉去故鄉。,"Guá sī tsi̍t ê tshut-guā-lâng, mā m̄ tsai tang-sî tsiah ē-tàng tńg-khì kòo-hiong. ",去
你昨暝是去做賊仔呢？無，精神哪會遮爾䆀？,"Lí tsa-mê sī khì tsò tsha̍t-á--nih? Bô, tsing-sîn ná ē tsiah-nī bái? ",去做
這項工課我毋捌做過，請你共我指點一下。,"Tsit hāng khang-khuè guá m̄ bat tsò--kuè, tshiánn lí kā guá tsí-tiám--tsi̍t-ē. ",課做過
按額分配工課。,Àn-gia̍h hun-phuè khang-khuè. ,配課
紳士枴,sin-sū kuái,士
白白布染甲烏去。,Pe̍h-pe̍h pòo ní kah oo--khì. ,去
查字典,tshâ jī-tián,字
電火柱,tiān-hué-thiāu,火
是某乜人共人講你的歹代誌的。,Sī bóo-mí-lâng kā lâng kóng lí ê pháinn-tāi-tsì--ê. ,代
娶某大姊，坐金交椅。,"Tshuā bóo-tuā-tsí, tsē kim kau-í. ",坐
趁錢飼某囝,thàn-tsînn tshī bóo-kiánn,飼
李的定定無佇咧，𪜶某囝敢攏袂講話？,"Lí--ê tiānn-tiānn bô tī--leh, in bóo-kiánn kám lóng bē kóng-uē? ",佇
伊一个查某人欲飼一家大細，負擔誠重。,"I tsi̍t ê tsa-bóo-lâng beh tshī tsi̍t ke tuā-sè, hū-tam tsiânn tāng. ",飼細
阮查某人轉去後頭厝。,Guán tsa-bóo-lâng tńg-khì āu-thâu-tshù. ,去
彼幾个查某囡仔徛佇遐毋知是咧等啥人。,Hit kuí ê tsa-bóo gín-á khiā tī hia m̄ tsai sī teh tán siánn-lâng. ,佇
伊看起來誠查某體。,I khuànn--khí-lâi tsiânn tsa-bóo-thé. ,體
查埔請徛佇這爿檢查。,Tsa-poo tshiánn khiā tī tsit pîng kiám-tsa. ,佇
查埔囝著愛敢做敢擔當。,Tsa-poo-kiánn tio̍h ài kánn tsò kánn tam-tng. ,做
你無去買染料，欲提啥物來染布？,"Lí bô khì bé ní-liāu, beh the̍h siánn-mih lâi ní-pòo? ",去
規工枵飽吵，強欲予你煩死！,"Kui kang iau-pá-tshá, kiōng-beh hōo lí huân--sí! ",死
會計師明仔載欲來阮公司查數。,Kuè-kè-su bîn-á-tsài beh lâi guán kong-si tshâ-siàu. ,師司
你的帽仔歪去矣。,Lí ê bō-á uai--khì--ah. ,去
一段故事,tsi̍t tuānn kòo-sū,事
地段,tē-tuānn,地
毒鳥鼠,thāu niáu-tshí,鼠
水洒甲規四界。,Tsuí sè kah kui sì-kè. ,四界
洗跤,sé kha,洗
洗衫,sé sann,洗
洗相片,sé siòng-phìnn,洗
洗金仔,sé-kim-á,洗
糜煮了傷洘。,Muê tsú liáu siunn khó. ,糜煮
洘塭底,khó ùn-té,底
溪洲,khe-tsiu,溪
用雪文洗過的衫，著愛閣洗汰一擺。,"Iōng sap-bûn sé--kuè ê sann, tio̍h ài koh sé-thuā--tsi̍t-pái. ",雪洗過洗
洗身軀間上好開一个窗仔，較通風。,"Sé-sin-khu-king siōng hó khui tsi̍t ê thang-á, khah thang-hong. ",洗
𪜶兩个翁仔某到今猶未洞房。,In nn̄g ê ang-á-bóo kàu-tann iáu-buē tōng-pông. ,未
伊去定做一軀洋服。,I khì tiānn-tsò tsi̍t su iûnn-ho̍k. ,去做
查埔彼爿退婚了後，查某這爿要求愛去𪜶兜共𪜶洗門風。,"Tsa-poo hit pîng thè-hun liáu-āu, tsa-bóo tsit pîng iau-kiû ài khì in tau kā in sé-mn̂g-hong. ",退去洗
洘流尾,khó-lâu bué,尾
較早的人攏佇溝仔墘洗衫。,Khah-tsá ê lâng lóng tī kau-á-kînn sé-sann. ,佇洗
會曉洗面，免偌濟水。,"Ē-hiáu sé-bīn, bián guā-tsē tsuí. ",洗
無啊！我一下來你就共我洗面，予我足袂爽的。,"Bô--ah! Guá tsi̍t-ē lâi lí tō kā guá sé-bīn, hōo guá tsiok bē sóng--ê. ",洗
逐日洗浴是一種好的習慣。,Ta̍k ji̍t sé-i̍k sī tsi̍t tsióng hó ê si̍p-kuàn. ,洗
過年時仔，街仔路洘秫秫。,"Kuè-nî-sî-á, ke-á-lōo khó-tsu̍t-tsu̍t. ",過街
地動了後，彼間樓仔厝看起來就敢若有淡薄仔歪斜。,"Tē-tāng liáu-āu, hit king lâu-á-tshù khuànn--khí-lâi tō kánn-ná ū tām-po̍h-á uai-tshua̍h. ",地
你家己去提鏡照看覓，歪喙雞仔閣想欲食好米。,"Lí ka-kī khì the̍h kiànn tsiò khuànn-māi, uai-tshuì ke-á koh siūnn-beh tsia̍h hó bí. ",去雞
伊拄才起來咧洗喙爾爾。,I tú-tsiah khí-lâi teh sé-tshuì niā-niā. ,洗
垃圾人身軀三工無洗盪。,Lah-sap lâng sin-khu sann kang bô sé-tn̄g. ,洗
這尾魚猶閣活咧！,Tsit bué hî iáu-koh ua̍h--leh! ,尾魚
活欲寒死,ua̍h-beh kuânn--sí,死
派人去收錢。,Phài lâng khì siu tsînn. ,去
羅漢跤仔四界流，流到南洋去。,"Lô-hàn-kha-á sì-kè liû, liû kàu Lâm-iûnn khì. ",四界去
火炭,hué-thuànn,火
炰番薯,pû han-tsî,薯
炰鰇魚,pû jiû-hî,魚
伊共這塊肥豬肉提去炸豬油。,I kā tsit tè puî ti-bah the̍h khì tsuànn ti-iû. ,豬去豬
掠魚愛算流水。,Lia̍h hî ài sǹg lâu-tsuí. ,魚
去紅毛城參觀炮台。,Khì Âng-môo-siânn tsham-kuan phàu-tâi. ,去參
這款衫連鞭就退流行矣。,Tsit khuán sann liâm-mi tō thè liû-hîng--ah. ,退
彼个人真狡怪，毋通予伊騙去。,"Hit ê lâng tsin káu-kuài, m̄-thang hōo i phiàn--khì. ",去
塗跤彼堆炭屎閣燒燒，你毋通去踏著。,"Thôo-kha hit tui thuànn-sái koh sio-sio, lí m̄-thang khì ta̍h--tio̍h. ",去
伊一直流凊汗，看起來敢若足虛的。,"I it-ti̍t lâu-tshìn-kuānn, khuànn--khí-lâi kánn-ná tsiok hi--ê. ",虛
恁查某囝實在真活動，定定走來走去。,"Lín tsa-bóo-kiánn si̍t-tsāi tsin ua̍h-tāng, tiānn-tiānn tsáu-lâi-tsáu-khì. ",去
你坐遐久，緊起來活動一下。,"Lí tsē hiah kú, kín khí-lâi ua̍h-tāng--tsi̍t-ē. ",坐
叫你毋通講你閣講，我實在活欲予你氣死！,"Kiò lí m̄-thang kóng lí koh kóng, guá si̍t-tsāi ua̍h-beh hōo lí khì--sí! ",死
彼粒蘋果已經流湯矣，緊提去擲掉。,"Hit lia̍p phōng-kó í-king lâu-thng--ah, kín the̍h khì tàn tiāu. ",果去
賣雜細，搖玲瑯鼓。,"Bē tsa̍p-sè, iô lin-long-kóo. ",細
哪有人代誌做甲按呢流糍流糍。,Ná ū-lâng tāi-tsì tsò kah án-ne lâu-tsî-lâu-tsî. ,代做糍糍
伊彼號豬哥性，看著媠查某囡仔就流豬哥瀾。,"I hit-lō ti-ko sìng, khuànn-tio̍h suí tsa-bóo gín-á tō lâu-ti-ko-nuā. ",豬豬
伊一直誠為難，毋知影欲選啥物人去比賽才好。,"I it-ti̍t tsiânn uî-lân, m̄ tsai-iánn beh suán siánn-mih lâng khì pí-sài tsiah hó. ",去賽
戲棚頂做甲流汗，戲棚跤嫌甲流瀾。,"Hì-pênn-tíng tsò kah lâu-kuānn, hì-pênn-kha hiâm kah lâu-nuā. ",做
七月時仔，愛攢一寡牲醴來拜好兄弟仔。,"Tshit-gue̍h-sî-á, ài tshuân tsi̍t-kuá sing-lé lâi pài hó-hiann-tī-á. ",月
畏事,uì-sū,事
看著豬肉感覺真畏。,Khuànn-tio̍h ti-bah kám-kak tsin uì. ,豬
生疥,senn-kè,疥
坐相,tsē siòng,坐
相豬,siùnn ti,豬
伊上車就開始盹。,I tsiūnn tshia tō khai-sí tuh. ,車
這件代誌佮你無相干。,Tsit kiānn tāi-tsì kah lí bô siong-kan. ,代
你予人當做盼仔。,Lí hōo lâng tòng-tsò phàn-á. ,做
昨昏電視有報講兩个𨑨迌囡仔佇公園相刣。,Tsa-hng tiān-sī ū pò kóng nn̄g ê tshit-thô-gín-á tī kong-hn̂g sio-thâi. ,佇
一某無人知，兩某相卸代。,"Tsi̍t bóo bô lâng tsai, nn̄g bóo sio-sià-tāi. ",代
阮兩个頭拄仔佇路仔相拄。,Guán nn̄g ê thâu-tú-á tī lōo-á sio-tú. ,佇
逐家相招來去遊覽。,Ta̍k-ke sio-tsio lâi-khì iû-lám. ,去
伊彼隻相拍雞仔真厲害。,I hit tsiah sio-phah-ke-á tsin lī-hāi. ,雞
咱來去看相拍雞仔。,Lán lâi-khì khuànn sio-phah-ke-á. ,去雞
你莫佮我坐相倚，較袂熱。,"Lí mài kah guá tsē sio-uá, khah bē jua̍h. ",坐
𪜶兩个佇街仔路相唚，予老師看著。,"In nn̄g ê tī ke-á-lōo sio-tsim, hōo lāu-su khuànn--tio̍h. ",佇街師
看鬧熱的人相挨相𤲍。,Khuànn lāu-jia̍t ê lâng sio-e-sio-kheh. ,挨𤲍
這條路傷狹，袂當相閃車。,"Tsit tiâu lōo siunn e̍h, bē-tàng sio-siám-tshia. ",狹車
伊駛車佇臺北佮人相舂，這馬咧等警察去處理。,"I sái-tshia tī Tâi-pak kah lâng sio-tsing, tsit-má teh tán kíng-tshat khì tshú-lí. ",駛車佇去處
我拄才看著兩个查某人佇街仔路相罵。,Guá tú-tsiah khuànn-tio̍h nn̄g ê tsa-bóo-lâng tī ke-á-lōo sio-mē. ,佇街
𪜶阿爸叫伊轉去相親。,In a-pah kiò i tńg-khì siòng-tshin. ,去
我今仔日是專工欲來佮你相辭的。,Guá kin-á-ji̍t sī tsuan-kang beh lâi kah lí sio-sî--ê. ,辭
𪜶兩个佇遐相嚷誠久矣，我予𪜶吵甲強欲起痟矣。,"In nn̄g ê tī hia sio-jiáng tsiânn kú--ah, guá hōo in tshá kah kiōng-beh khí-siáu--ah. ",佇
𪜶兩人佇車頭相攬。,In nn̄g lâng tī tshia-thâu sio-lám. ,佇車
相閃車的時愛相讓。,Sio-siám-tshia ê sî ài sio-niū. ,車
省事事省,síng sū sū síng,事事
坐車較省。,Tsē tshia khah síng. ,坐車
月眉,gue̍h-bâi,月
這層親事愛看伊家己的意思。,Tsit tsân tshin-sū ài khuànn i ka-kī ê ì-sù. ,事思
這改比賽全隊看你矣。,Tsit kái pí-sài tsuân tuī khuànn lí--ah. ,改賽
多事之秋,to sū tsi tshiu,事
學科,ha̍k-kho,科
財政科,tsâi-tsìng kho,科
穿針,tshng tsiam,針
按呢做較省力。,Án-ne tsò khah síng-la̍t. ,做
咱就按呢做較省工啦！,Lán tō án-ne tsò khah síng-kang--lah! ,做
你做代誌是袂當共我省工。,Lí tsò tāi-tsì sī bē-tàng kā guá síng-kang. ,做代
寫甲遐爾細字，你敢看有？,"Siá kah hiah-nī sè-jī, lí kám khuànn-ū? ",細字
咱做人愛予人看有。,Lán tsò-lâng ài hōo lâng khuànn-ū. ,做
我佇厝裡無看見伊。,Guá tī tshù--lí bô khuànn-kìnn--i. ,佇
按呢做較省事。,Án-ne tsò khah síng-sū. ,做事
做人若會曉看破世情，會較好過日。,"Tsò-lâng nā ē-hiáu khuànn-phuà sè-tsîng, ē khah hó kuè-ji̍t. ",做過
缺喙的食米粉，看現現。,"Khih-tshuì--ê tsia̍h bí-hún, khuànn-hiān-hiān. ",缺
你去看覓，才來共我講。,"Lí khì khuànn-māi, tsiah lâi kā guá kóng.",去
伊的穿插有綴時行。,I ê tshīng-tshah ū tuè sî-kiânn. ,綴
我看無你佇佗位。,Guá khuànn-bô lí tī tó-uī. ,佇
我按呢做是看會起你。,Guá án-ne tsò sī khuànn-ē-khí--lí. ,做
去大賣遐批貨較省錢。,Khì tuā-bē hia phue huè khah síng-tsînn. ,去貨
我叫伊佇外口看頭。,Guá kiò i tī guā-kháu khuànn-thâu. ,佇
你破病甲遮爾嚴重，愛緊去看醫生。,"Lí phuà-pēnn kah tsiah-nī giâm-tiōng, ài kín khì khuànn-i-sing. ",去
我想欲約你去𨑨迌。,Guá siūnn-beh iok lí khì tshit-thô. ,去
四季紅,sù-kuì-hông,四
十月懷胎,tsa̍p gue̍h huâi-thai,月胎
